title,company,city,country,location,skills,type,salary,salary_min,salary_max,published,ai
Data Scientist,esure Group,Reigate,UK,"Reigate, UK","Machine Learning,Testing,Python,SQL,NLP,ML Ops,Pandas,Scikit-learn,CICD,AWS,Kubernetes,Docker,Git,Devops,Data Science,Data Engineer,DataBricks,Data Modelling,MLFlow,Jupyter,Research,Computer Science,Deployment,Statistics",Full Time,,0,0,2025-01-14T22:17:37.348Z,True
Data Scientist,CD PROJEKT RED,Warsaw,Poland,"Warsaw, Poland","Machine Learning,Testing,Python,LLMs,Cloud,GO,C++,AWS,GCP,Data Science,Data Engineer,Data Analysis,Reinforcement Learning,Neural networks,Computer Science,Storage,Gaming,Statistics,Mathematics",Full Time,,0,0,2025-01-14T22:17:28.13Z,True
Data Engineer Expérimenté(e) H/F,Segula Technologies,Courbevoie,France,"Courbevoie, France","Machine Learning,Python,AWS,S3,Data Science,Data Engineer,DataBricks,PySpark,EC2,Lambda",Temporary,,0,0,2025-01-14T22:16:49.287Z,True
"Data Science Manager - Search , Consumer Discovery ",Delivery Hero,Berlin,Germany,"Berlin, Germany","Machine Learning,Backend,Python,SQL,NLP,Cloud,Java,GO,Data Science,Information Retrieval,Research,Computer Science,Deployment,Statistics,Mathematics,Airflow",Full Time,,0,0,2025-01-14T22:16:37.085Z,True
"(Senior) Data Scientist (Analytics), Courier",Wolt,Berlin,Germany,"Berlin, Germany","Testing,Python,SQL,IOS SDK,Data Science,Research,IOS,Computer Science,Product Development,Android,Statistics,Mathematics",Full Time,,0,0,2025-01-14T22:16:24.915Z,True
"(Senior) Data Scientist (Analytics), Courier",Wolt,Helsinki,Finland,"Helsinki, Finland","Testing,Python,SQL,IOS SDK,Data Science,Research,IOS,Computer Science,Product Development,Android,Statistics,Mathematics",Full Time,,0,0,2025-01-14T22:16:18.803Z,True
Senior Data Scientist,Press Ganey,"Chicago, IL",USA,"Chicago, IL, USA","Machine Learning,Python,Cloud,AWS,GCP,Azure,Data Science,Research,Deployment,Product Development,Statistics,Power BI,Oracle,SQL Server",Full Time,$110000-$125000 annually,110000,125000,2025-01-14T22:14:32.161Z,True
"Director, Data Partnerships ",Visa,"Atlanta, GA",USA,"Atlanta, GA, USA","Machine Learning,Testing,Agile,Tableau,Scrum,Data Science,Deep Learning,Big Data,Security,Product Development,MBA,Jira,Confluence",Full Time,"$195,000-$282,150 annually.",195000,282150,2025-01-14T22:13:34.408Z,True
Senior Data Science Consultant - Credit Decisioning,Experian,London,UK,"London, UK","Python,Cloud,Data Science,SME",Full Time,,0,0,2025-01-14T22:12:44.052Z,True
"Manager, Data Science",Press Ganey,"Chicago, IL",USA,"Chicago, IL, USA","Machine Learning,Python,Cloud,Agile,AWS,GCP,Azure,Data Science,Deployment,Product Development,Statistics,Power BI,Oracle,SQL Server",Full Time,"$120,000-$160,000 annually.",120000,160000,2025-01-14T22:12:41.018Z,True
Data Scientist,Red Gate,"Alexandria, VA",USA,"Alexandria, VA, USA","Data Science,Data Analysis,Computer Science,Security,Transformation",Full Time,,0,0,2025-01-14T22:12:34.953Z,True
Senior AI Software Engineer,Avaloq,Bioggio,Switzerland,"Bioggio, Switzerland","Machine Learning,Full Stack,Tensorflow,PyTorch,Generative AI,ML Ops,Cloud,TypeScript,SageMaker,API,AWS,Kubernetes,Rest,Docker,GCP,Azure,Data Science,Vertex AI,RAG,Research,Computer Science,Debugging,Microservices,Software Design,Statistics,Spring Boot",Full Time,,0,0,2025-01-14T22:12:12.548Z,True
Esports Business Intelligence Specialist,Ubisoft,Paris,France,"Paris, France","Python,SQL,Scripting,AWS,Azure,Tableau,R,Data Science,Data Engineer,Data Analysis,Forecasting,Architecture,Automation,Transformation,Gaming,SnowFlake,Power BI,BigQuery",Full Time,,0,0,2025-01-14T22:11:17.739Z,True
Esports Business Intelligence Specialist,Ubisoft,Paris,France,"Paris, France","Python,SQL,Cloud,Transformers,AWS,Azure,Tableau,R,Data Science,Data Engineer,Architecture,Transformation,Gaming,SnowFlake,Power BI,BigQuery",Temporary,,0,0,2025-01-14T22:11:14.65Z,True
Machine Learning Engineer,Blend360,Montevideo,Uruguay,"Montevideo, Uruguay","Machine Learning,Python,NLP,LLMs,Cloud,AWS,GCP,Azure,Data Science,Big Data,Computer Vision,Research,AD,Computer Science,Gaming,SnowFlake",Full Time,,0,0,2025-01-14T22:00:09.969Z,True
Experienced Data Scientist,Plaid,"New York, NY",USA,"New York, NY, USA","Machine Learning,Python,SQL,NLP,Data Mining,API,AWS,S3,Data Science,Data Analysis,Clustering,Computer Science,Google Analytics,Transformation,Quantitative,Statistics,Airflow",Full Time,"$155,520-$232,200 annually",155520,232200,2025-01-14T04:26:37.489Z,True
Data Engineer,Bosch Group,,Thailand,", Thailand","Testing,Python,SQL,C++,C#,Data Science,Data Engineer,Database,Computer Science,Architecture,Infrastructure,Automation,Transformation",Full Time,,0,0,2025-01-13T22:15:21.064Z,True
Data Analyst ,Bosch Group,,Thailand,", Thailand","Machine Learning,Testing,Python,SQL,Cloud,Java,C++,C#,Tableau,UI,Data Science,Data Analysis,Computer Science,Project Management,Power BI,JSON",Full Time,,0,0,2025-01-13T22:15:08.459Z,True
Data Analyst (Consumer goods),Hiflylabs,Budapest,Hungary,"Budapest, Hungary","Machine Learning,SQL,Generative AI,Rest,Tableau,Data Science,Data Engineer,Data Analysis,Statistics,Power BI",Full Time,,0,0,2025-01-13T22:15:02.376Z,True
Big Data Architect (m/w/d),Sopra Steria,,Austria,", Austria","Python,Java,Kubernetes,Docker,Devops,Data Science,Big Data,Data Architect,IOS",Vollzeit,"€3,828 - €3,828 monthly",45936,45936,2025-01-13T22:14:11.455Z,True
OLD / Consultant Data - Stage - H/F,Talan,Paris,France,"Paris, France","Cloud,Vue.js,Data Science,Big Data,DataBricks,Transformation,SnowFlake",Intern,,0,0,2025-01-13T22:14:08.358Z,True
Commercial Data Analyst,United Living Group,,UK,", UK","Machine Learning,SQL,Tableau,Data Science,Data Analysis,Data Collection,Predictive Modelling,AD,Infrastructure,Automation,Power BI",Full Time,,0,0,2025-01-13T22:13:57.197Z,True
Tech Lead/Data Engineer ,ARHS,Brussels,Belgium,"Brussels, Belgium","Python,SQL,Cloud,Agile,GCP,Data Science,Data Engineer,Data Architect,Architecture,Infrastructure,Storage,Project Management,Servers,BigQuery",Full Time,,0,0,2025-01-13T22:13:08.214Z,True
Data Engineering Manager - ML Ops,Visa,Warsaw,Poland,"Warsaw, Poland","Machine Learning,SQL,Hadoop,ML Ops,SageMaker,CICD,AWS,Docker,Git,S3,Data Science,Data Engineer,Big Data,Database,Neural networks,Data Modelling,Logistic Regression,Architecture,Infrastructure,Deployment,Product Development,Storage,MBA,NOSQL,EC2,Lambda",Full Time,,0,0,2025-01-13T22:12:56.777Z,True
"Manager, Data Science",Press Ganey,"Chicago, IL",USA,"Chicago, IL, USA","Machine Learning,Python,Cloud,Agile,AWS,GCP,Azure,Data Science,Deployment,Product Development,Statistics,Power BI,Oracle,SQL Server",Full Time,"$120,000-$160,000 annually",120000,160000,2025-01-13T22:12:24.25Z,True
Sr. Data Engineer,Entertainment Benefits Group,"Orlando, FL",USA,"Orlando, FL, USA","Python,SQL,API,AWS,GCP,Git,Tableau,Data Science,Data Engineer,Data Collection,Security,SnowFlake,Airflow",Full Time,,0,0,2025-01-13T22:11:47.344Z,True
Data Engineer- Data Science Platform,Visa,,USA,", USA","Machine Learning,Python,SQL,NLP,Hadoop,ML Ops,Cloud,Pandas,SageMaker,Scikit-learn,CICD,AWS,Docker,Devops,Data Science,Data Engineer,Big Data,Neural networks,Jupyter Notebook,Decision Trees,Logistic Regression,Support Vector Machines,Naive Bayes,Infrastructure,Automation,Jenkins,Airflow",Full Time,"$105,800-$149,550 annually",105800,149550,2025-01-13T22:11:35.761Z,True
Senior Data Scientist - Technical Lead,Fortune Brands,,USA,", USA","Machine Learning,Python,SQL,Tensorflow,PyTorch,Cloud,Pandas,Time Series,Scikit-learn,AWS,GCP,Azure,Data Science,Deep Learning,Big Data,NumPy,Anomaly Detection,Computer Science,Security,Reliability,SnowFlake,Statistics,Mathematics,BigQuery",Full Time,"$170,000-$250,000 annually",170000,250000,2025-01-13T22:11:32.715Z,True
"Senior Engineer (AI/ ML, Python, Data Science)",Western Digital,Bangalore,India,"Bangalore, India","Machine Learning,Testing,Python,SQL,Tensorflow,PyTorch,Generative AI,ML Ops,Cloud,Feature Engineering,Agile,R,Data Science,Data Analysis,GANS,Computer Science,Architecture,Infrastructure,Storage,Gaming,Project Management",Full Time,,0,0,2025-01-13T22:11:01.694Z,True
AI Consultant,Bosch Group,Bangalore,India,"Bangalore, India","Machine Learning,NLP,ML Ops,Data Science,Deep Learning,Computer Vision,Computer Science,Infrastructure,Automation,Deployment,Transformation",Full Time,,0,0,2025-01-13T22:10:26.651Z,True
Lead Azure Data Engineer,Derex Technologies Inc,"Canton, OH",USA,"Canton, OH, USA","SQL,Agile,XML,Data Science,Data Engineer,Data Analysis,Big Data,Database,Data Infrastructure,DataBricks,PySpark,Data Factory,Computer Science,Automation,Storage,Debugging,SnowFlake,Statistics,Power BI,JSON",Full Time,,0,0,2025-01-13T22:06:12.036Z,True
Project Management Officer - Industrie - Le Plessis Robinson ,Sopra Steria,,France,", France","Data Science,Data Engineer,IOS,Transformation,Project Management,Jira",Temporary,,0,0,2025-01-13T22:05:50.438Z,True
Praktikum im Bereich Data Engineering (m/w/d),Gerresheimer,Wackersdorf,Germany,"Wackersdorf, Germany","Data Science,Data Engineer",Praktikant/in,,0,0,2025-01-12T22:01:32.646Z,True
Duales Studium mit vertiefter Praxis: Bachelor of Science Künstliche Intelligenz und Data Science (m/w/d),Gerresheimer,Wackersdorf,Germany,"Wackersdorf, Germany","Data Science,Big Data,Automation",Vollzeit,,0,0,2025-01-12T22:01:29.591Z,True
"Manager, Growth Data Science & Analytics",CookUnity,"New York, NY",USA,"New York, NY, USA","Machine Learning,Python,SQL,API,Tableau,Unsupervised Learning,Data Science,Forecasting,Supervised Learning,Statistics,Mathematics,JSON",Full Time,"$190,000-$200,000 annually",190000,200000,2025-01-12T13:37:26.903Z,True
Data Scientist,Yassir,Algiers,Algeria,"Algiers, Algeria","Machine Learning,Python,Tensorflow,Keras,API,S3,Training Data,Data Science,Transfer Learning,Research,Computer Science,Google Analytics,Infrastructure,Product Management,Deployment,Transformation,Project Management",Full Time,,0,0,2025-01-12T05:03:08.606Z,True
"Senior Staff Engineer, Generative - AI",Nagarro,Bangalore,India,"Bangalore, India","Machine Learning,Python,SQL,Generative AI,Cloud,Prompt Engineering,AWS,GCP,Azure,Data Science,Data Analysis,Data Modelling,IOS,Computer Science,Architecture,Security,UX,Flow",Full Time,,0,0,2025-01-11T22:02:39.591Z,True
"Senior Staff Engineer, Generative-AI",Nagarro,,India,", India","Machine Learning,Python,SQL,Generative AI,Cloud,Prompt Engineering,AWS,Azure,Data Science,Data Analysis,Data Modelling,IOS,Computer Science,Architecture,Security,UX,Flow",Full Time,,0,0,2025-01-11T22:02:36.557Z,True
"Staff Engineer, Generative AI (LangChain)",Nagarro,,India,", India","Machine Learning,Python,SQL,Tensorflow,Generative AI,Cloud,Prompt Engineering,HuggingFace,Langchain,AWS,Azure,Data Science,Data Analysis,Data Modelling,RAG,IOS,Computer Science,Architecture,Security,UX,Flow",Full Time,,0,0,2025-01-11T22:02:33.491Z,True
Principal Product Manager - AI/ML,ServiceNow,"Santa Clara, CA",USA,"Santa Clara, CA, USA","Machine Learning,Python,ML Ops,Agile,Azure,Scrum,R,Data Science,Data Engineer,Computer Science,Product Management,Automation,Product Development,Transformation,Microservices,Statistics,Mathematics",Full Time,"$217,500-$380,700 annually",217500,380700,2025-01-11T22:02:19.997Z,True
"Senior Staff Engineer, Machine Learning",Nagarro,Bangalore,India,"Bangalore, India","Machine Learning,Python,SQL,NLP,Generative AI,Cloud,Prompt Engineering,AWS,Kubernetes,Azure,NLTK,Tensorrt,Data Science,Data Analysis,Data Modelling,IOS,Computer Science,Architecture,Security,Microservices,UX,BigQuery",Full Time,,0,0,2025-01-11T22:00:28.86Z,True
"Senior Staff Engineer, Machine Learning (ChatGPT & Python) ",Nagarro,,India,", India","Machine Learning,Python,SQL,NLP,Generative AI,Cloud,Prompt Engineering,AWS,Kubernetes,Azure,NLTK,Tensorrt,Data Science,Data Analysis,Data Modelling,IOS,Computer Science,Architecture,Security,UX,BigQuery",Full Time,,0,0,2025-01-11T22:00:13.725Z,True
Senior Software Engineer,Amyris,Campinas,Brazil,"Campinas, Brazil","Testing,Full Stack,Python,Cloud,Agile,CICD,AWS,Kubernetes,Docker,GCP,Azure,PostGres,Terraform,GitLab,Django,S3,PHP,Devops,React,Data Science,Data Engineer,Computer Science,Architecture,Google Analytics,Infrastructure,Product Management,Automation,Code Reviews,Software Design,Linux,Project Management,Jenkins,MS SQL",Full Time,,0,0,2025-01-11T05:45:34.546Z,True
 Senior Data Scientist,Nine,North Sydney,Australia,"North Sydney, Australia","Machine Learning,Testing,Python,SQL,Cloud,Kubernetes,GCP,Tableau,Data Science,Big Data,Forecasting,MLFlow,AD,Computer Science,Transformation,Project Management,Statistics,Airflow,Looker,BigQuery",Full Time,,0,0,2025-01-10T22:19:00.926Z,True
"Principal Engineer, Big Data Platform",Western Digital,Bangalore,India,"Bangalore, India","Machine Learning,Testing,Python,ML Ops,SageMaker,API,CICD,Kubernetes,Docker,GCP,Terraform,Kafka,Redis,S3,Devops,Data Science,Big Data,Database,Ansible,Computer Science,Architecture,SAAS,Product Development,Storage,Operations Research,Gaming,Flow,Jenkins,Elasticsearch,Unix,EC2,RDS,RedShift,Prometheus,Grafana",Full Time,,0,0,2025-01-10T22:18:48.583Z,True
Data Solutions Architect,Version 1,Bangalore,India,"Bangalore, India","Agile,AWS,Azure,Data Science,Database,Data Architect,DataBricks,Data Modelling,Architecture,Transformation,SnowFlake,Project Management,Oracle",Full Time,,0,0,2025-01-10T22:18:39.395Z,True
Data Analytics Junior Consultant / Consultant  | Risk Advisory,Deloitte,Windhoek,Namibia,"Windhoek, Namibia","Machine Learning,Python,SQL,Tableau,Data Science,Data Analysis,Computer Science,Project Management,Statistics,Power BI",Freelancer,,0,0,2025-01-10T22:18:11.267Z,True
Data Engineer (Azure - Databricks),Hiflylabs,Budapest,Hungary,"Budapest, Hungary","Python,SQL,AWS,Rest,GCP,Azure,Data Science,Data Engineer,Data Analysis,DataBricks,PySpark,Storage",Full Time,,0,0,2025-01-10T22:18:05.161Z,True
Head of Market Data,BHFT,Dubai,UAE,"Dubai, UAE","Machine Learning,Testing,Python,SQL,Hadoop,Cloud,GO,Time Series,API,Rest,Docker,GCP,Azure,Kafka,Rust,Swift,Data Science,Data Architect,Data Governance,Research,Computer Science,Architecture,Infrastructure,Storage,Quantitative,Linux,Airflow,Unix",Full Time,,0,0,2025-01-10T22:17:44.801Z,True
Data Engineer,Ergomed,Zagreb,Croatia,"Zagreb, Croatia","Python,SQL,Tensorflow,Hadoop,Cloud,AWS,GCP,Azure,PostGres,Kafka,Tableau,Apache,R,Data Science,Data Engineer,Database,Data Architect,DataBricks,Data Modelling,Computer Science,Architecture,Debugging,NOSQL,SnowFlake,Airflow,Power BI,Oracle,Looker",Full Time,,0,0,2025-01-10T22:17:41.745Z,True
Data Consultant,Inetum,,Belgium,", Belgium","Machine Learning,Python,Cloud,Azure,PostGres,Kafka,MongoDB,Data Science,Data Analysis,Database,Security,Infrastructure,Transformation,NOSQL,SnowFlake,SalesForce,Airflow,Oracle,SQL Server,MS SQL",Full Time,,0,0,2025-01-10T22:17:21.499Z,True
Data Engineer,Ergomed,Belgrade,Serbia,"Belgrade, Serbia","Python,SQL,Tensorflow,Hadoop,Cloud,AWS,GCP,Azure,PostGres,Kafka,Tableau,Apache,R,Data Science,Data Engineer,Database,Data Architect,DataBricks,Data Modelling,Computer Science,Architecture,Debugging,NOSQL,SnowFlake,Airflow,Power BI,Oracle,Looker",Full Time,,0,0,2025-01-10T22:17:18.477Z,True
Data Engineer,Ergomed,Sarajevo,,"Sarajevo, ","Python,SQL,Tensorflow,Hadoop,Cloud,AWS,GCP,Azure,PostGres,Kafka,Tableau,Apache,R,Data Science,Data Engineer,Database,Data Architect,DataBricks,Data Modelling,Computer Science,Architecture,Debugging,NOSQL,SnowFlake,Airflow,Power BI,Oracle,Looker",Full Time,,0,0,2025-01-10T22:17:15.447Z,True
Senior Data Engineer,Natixis in Portugal,Porto,Portugal,"Porto, Portugal","Python,Hadoop,Java,Git,SCALA,Devops,Data Science,Data Engineer,Big Data,Hive,PySpark,HDFS,NOSQL,Gaming,Power BI,Oracle",Full Time,,0,0,2025-01-10T22:16:26.8Z,True
Pricing Performance Data Analyst,LegalAndGeneral,London,UK,"London, UK","Python,SQL,R,Data Science,Data Analysis,AD,Computer Science,Transformation,Mathematics",Full Time,,0,0,2025-01-10T22:16:17.627Z,True
Staff Data Scientist (New Verticals),Wolt,Berlin,Germany,"Berlin, Germany","Testing,Python,SQL,Tableau,IOS SDK,R,Data Science,IOS,Computer Science,Product Development,Android,Statistics,Mathematics,Looker",Full Time,,0,0,2025-01-10T22:16:08.44Z,True
Staff Data Scientist (New Verticals),Wolt,Stockholm,Sweden,"Stockholm, Sweden","Testing,Python,SQL,Tableau,IOS SDK,R,Data Science,IOS,Computer Science,Product Development,Android,Statistics,Mathematics,Looker",Full Time,,0,0,2025-01-10T22:16:05.42Z,True
Staff Data Scientist (New Verticals),Wolt,Helsinki,Finland,"Helsinki, Finland","Testing,Python,SQL,Tableau,IOS SDK,R,Data Science,IOS,Computer Science,Product Development,Android,Statistics,Mathematics,Looker",Full Time,,0,0,2025-01-10T22:16:02.37Z,True
Data Scientist - Innovation Project (f/m/div.),Bosch Group,Braga,Portugal,"Braga, Portugal","Machine Learning,Testing,Python,SQL,Hadoop,Tableau,R,Data Science,Deep Learning,Data Analysis,Big Data,Database,Hive,HDFS,IOS,Computer Science,NOSQL,Statistics,Mathematics,Power BI",Full Time,,0,0,2025-01-10T22:15:47.214Z,True
Senior Data Analyst,Gousto,London,UK,"London, UK","Testing,Python,SQL,Embeddings,Swift,Data Science",Full Time,,0,0,2025-01-10T22:15:30.62Z,True
Data Analytics Consultant,Visa,London,,"London, ","Machine Learning,Testing,Python,SQL,Agile,Data Science,Clustering,IOS,Deployment,Product Development,ARM",Full Time,,0,0,2025-01-10T22:15:08.694Z,True
Data Science Senior Manager,Visa,London,UK,"London, UK","Testing,Python,SQL,R,Data Science,Data Engineer,Computer Science,Product Management,Statistics",Full Time,,0,0,2025-01-10T22:14:58.255Z,True
Data Science Manager,Trainline,London,UK,"London, UK","Machine Learning,Testing,Python,SQL,AWS,Tableau,Data Science,Data Engineer,Product Development,Statistics,Mathematics,Power BI,ARM",Full Time,,0,0,2025-01-10T22:14:49.121Z,True
Staff Data Engineer ( Chicago or Boston ),Press Ganey,"Chicago, IL",USA,"Chicago, IL, USA","Machine Learning,Python,SQL,Java,GO,Tableau,SCALA,R,Data Science,Data Engineer,Data Infrastructure,Data Governance,DataBricks,MLFlow,Computer Science,Automation,NOSQL,SnowFlake,Airflow,Power BI,RedShift,BigQuery",Full Time,$140000-$160000 annually.,140000,160000,2025-01-10T22:14:36.793Z,True
Sr. Data Engineer,Entertainment Benefits Group,"Orlando, FL",USA,"Orlando, FL, USA","Python,SQL,API,AWS,GCP,Git,Tableau,Data Science,Data Engineer,Data Collection,Security,SnowFlake,Airflow",Full Time,,0,0,2025-01-10T22:14:18.666Z,True
"Senior Manager, Data Engineering - NBC News Digital Technology",NBCUniversal,"New York, NY",USA,"New York, NY, USA","Machine Learning,Testing,Python,SQL,Hadoop,Data Lakes,Agile,AWS,Kafka,Apache,S3,Devops,Data Science,Data Engineer,Big Data,Data Architect,Data Infrastructure,Data Governance,Computer Science,Architecture,Security,Deployment,Transformation,Storage,Distributed Systems,Project Management,Jira,Airflow,RedShift,Lambda",Full Time,"$185,000-$215,000 annually.",185000,215000,2025-01-10T22:13:52.96Z,True
"VP Insights, Analytics & Data Strategy (Remote)",Vericast,"San Antonio, TX",USA,"San Antonio, TX, USA","Data Science,Data Analysis,Automation,HTTP",Full Time,"$230,000-$250,000 annually",230000,250000,2025-01-10T22:13:49.88Z,True
Senior Data Analyst,Visa,Warsaw,Poland,"Warsaw, Poland","Machine Learning,SQL,Hadoop,Data Science,Predictive Modelling,Computer Science,Distributed Systems,Quantitative,Statistics,Mathematics",Full Time,,0,0,2025-01-10T22:13:37.821Z,True
Sr. Staff Data Scientist,ServiceNow,"Santa Clara, CA",USA,"Santa Clara, CA, USA","Machine Learning,Testing,SQL,Generative AI,API,Tableau,Data Science,Data Engineer,Anomaly Detection,Matplotlib,Seaborn,Research,Computer Science,Product Management,Product Development,Quantitative,UX,Statistics,Mathematics,Power BI",Full Time,"$193,000-$337,000 annually",193000,337000,2025-01-10T22:13:05.821Z,True
IT / Web Scrapping / QA Tester Internship / A.I. Automation - WFH/Remote Work,Seeka Technology,Petaling Jaya,,"Petaling Jaya, ","Machine Learning,Full Stack,Python,SQL,NLP,Cloud,Java,HTML,QA,Devops,Data Science,Deep Learning,Pycharm,Research,Automation,Project Management,Jira",Intern,,0,0,2025-01-10T22:12:59.719Z,True
"Presales, Solutions architect Data Science and AI",Bosch Group,Bangalore,India,"Bangalore, India","Data Science,Data Engineer,Computer Science,Architecture,Product Development,MBA",Full Time,,0,0,2025-01-10T22:12:46.305Z,True
Data Science -AI/ML,Xplor Technologies,Pune,India,"Pune, India","Machine Learning,Python,NLP,LLMs,Tensorflow,Generative AI,AWS,Azure,Data Science,Data Engineer,Computer Science,SAAS,Transformation,SnowFlake,Power BI",Full Time,,0,0,2025-01-10T22:12:19.07Z,True
"Senior AI & Data Consultant (Energy, Oil & Gas)",Hiflylabs,Budapest,Hungary,"Budapest, Hungary","Rest,Data Science,Data Engineer,Research",Full Time,,0,0,2025-01-10T22:12:09.964Z,True
Senior AI & Data Consultant (Financial services),Hiflylabs,Budapest,Hungary,"Budapest, Hungary","Machine Learning,Generative AI,Rest,Tableau,Data Science,Data Engineer,Research,Power BI",Full Time,,0,0,2025-01-10T22:12:06.921Z,True
"Senior Director, Advanced Analytics, Data Science & AI",Biogen,"Cambridge, MA",USA,"Cambridge, MA, USA","Machine Learning,Python,SQL,Hadoop,Data Science,Big Data,Research,Computer Science,Security,Distributed Systems,NOSQL,Quantitative,SnowFlake,Statistics",Full Time,,0,0,2025-01-10T22:12:03.87Z,True
Staff AI/ML Data Scientist ( Chicago or Boston ),Press Ganey,"Chicago, IL",USA,"Chicago, IL, USA","Machine Learning,Testing,Python,NLP,LLMs,Tensorflow,PyTorch,Generative AI,ML Ops,Scikit-learn,CICD,AWS,GCP,Azure,KubeFlow,Data Science,Data Analysis,DataBricks,Conversational AI,MLFlow,Research,Computer Science,Product Management,Automation,Deployment,Microservices,UX,Statistics,Airflow",Full Time,"$130,000-$200,000 annually",130000,200000,2025-01-10T22:12:00.833Z,True
Staff AI/ ML Engineer ( Chicago or Boston ),Press Ganey,"Chicago, IL",USA,"Chicago, IL, USA","Machine Learning,Python,NLP,LLMs,Tensorflow,PyTorch,Generative AI,ML Ops,Cloud,Pandas,Transformers,HuggingFace,Scikit-learn,Agile,CICD,AWS,Kubernetes,Docker,GCP,Azure,Git,Data Science,Deep Learning,DataBricks,NumPy,Conversational AI,Dask,Computer Science,Product Management,Deployment,Reliability,UX",Full Time,"$130,000-$200,000 annually.",130000,200000,2025-01-10T22:11:57.795Z,True
Tech Lead - Business Intelligence & Data Science,Natixis in Portugal,Porto,Portugal,"Porto, Portugal","Python,SQL,Agile,Git,SCALA,Data Science,Big Data,Gaming",Full Time,,0,0,2025-01-10T22:11:29.025Z,True
Software/Artificial Intelligence Engineer - Graduate Development Program,ION Group,Pisa,Italy,"Pisa, Italy","Machine Learning,Frontend,Backend,Python,Cloud,Java,JavaScript,C++,TypeScript,C#,SCALA,S3,Data Science,Google Analytics",Full Time,,0,0,2025-01-10T04:15:25.83Z,True
"Senior Data Scientist, Supply Chain",Louis Dreyfus Company,,Singapore,", Singapore","Machine Learning,Python,Generative AI,Pandas,Time Series,Data Science,Data Engineer,Data Analysis,Data Architect,Data Governance,NumPy,Scipy,Research,Computer Science,Product Management,Product Development,Statistics,Mathematics",Full Time,,0,0,2025-01-09T22:19:20.668Z,True
Data Scientist Lead for Projects,Bosch Group,Bangalore,India,"Bangalore, India","Machine Learning,Python,Data Science,Machine Intelligence,Computer Science,Deployment,Statistics",Full Time,,0,0,2025-01-09T22:19:12.678Z,True
Senior Data Engineer,Nine,North Sydney,Australia,"North Sydney, Australia","Python,Java,C#,Agile,CICD,AWS,GCP,Azure,Terraform,Apache,Data Science,Data Engineer,Data Infrastructure,Computer Science,Product Management,Deployment,Storage,SME,Airflow,Slack",Full Time,,0,0,2025-01-09T22:19:09.649Z,True
GCP Senior Data Engineer,Endava,Kuala Lumpur,Malaysia,"Kuala Lumpur, Malaysia","Machine Learning,Python,SQL,Hadoop,Cloud,Scripting,GCP,Kafka,Data Science,Data Engineer,Big Data,Data Infrastructure,Architecture,Security,Deployment,Transformation,SnowFlake,Flow,RedShift,BigQuery",Full Time,,0,0,2025-01-09T22:19:01.004Z,True
"Staff Data Engineer, Data Engineering",Visa,Bangalore,India,"Bangalore, India","Machine Learning,SQL,Hadoop,ML Ops,Agile,CICD,Git,Data Science,Data Engineer,Data Analysis,Big Data,Hive,PySpark,Data Modelling,Computer Science,Architecture,Deployment,Reliability,Storage,Code Reviews,Linux,Flow,Airflow,Unix",Full Time,,0,0,2025-01-09T22:18:06.579Z,True
Data Engineer (Python),Endava,Bucharest,,"Bucharest, ","Machine Learning,Python,Agile,AWS,GCP,Azure,PostGres,Data Science,Data Engineer,Data Infrastructure,Data Modelling,Data Factory,Architecture,Transformation,NOSQL,Oracle,SQL Server,RedShift",Full Time,,0,0,2025-01-09T22:17:57.427Z,True
Data Engineer - Innovation Project (f/m/div.),Bosch Group,Braga,Portugal,"Braga, Portugal","Testing,Python,Hadoop,Data Mining,API,QA,Tableau,Data Science,Data Engineer,Big Data,Hive,PySpark,HDFS,Computer Science,Transformation,Reliability,Power BI",Full Time,,0,0,2025-01-09T22:17:16.562Z,True
Data Engineer (Weather Desk),Louis Dreyfus Company,Sao Paulo,Brazil,"Sao Paulo, Brazil","Python,SQL,Azure,Devops,Data Science,Data Engineer,IOS",Temporary,,0,0,2025-01-09T22:17:03.885Z,True
Data Scientist H/F,NEXTON,Paris,France,"Paris, France","Machine Learning,Python,SQL,Cloud,Transformers,SageMaker,CICD,AWS,Git,GitHub,R,Data Science,Data Engineer,DataBricks,PySpark,Pycharm,Transformation",Temporary,,0,0,2025-01-09T22:16:42.729Z,True
Data Engineer senior Python F/H,Devoteam S Team GmbH,Tunis,Tunisia,"Tunis, Tunisia","Machine Learning,Full Stack,Python,SQL,Cloud,Pandas,Transformers,Scikit-learn,AWS,GCP,Azure,Tableau,SCALA,Scrum,Devops,Data Science,Data Engineer,NumPy,Product Management,Transformation,NOSQL,Power BI",Temporary,,0,0,2025-01-09T22:16:36.62Z,True
Lead Data Scientist H/F,Meilleurtaux,Paris,France,"Paris, France","Machine Learning,Testing,Python,Cloud,Streamlit,Docker,GCP,Azure,Vue.js,Data Science,OpenAI,Vertex AI,IOS,Product Management,SalesForce",Temporary,,0,0,2025-01-09T22:16:17.179Z,True
"Co-op, Data Scientist",Biogen,"Cambridge, MA",USA,"Cambridge, MA, USA","Machine Learning,Python,SQL,NLP,Tensorflow,PyTorch,Streamlit,GitHub,ML Research,SpaCy,NLTK,React,Data Science,Deep Learning,Topic Modeling,Gensim,Computer Science,SME,Linux,Statistics",Full Time,,0,0,2025-01-09T22:15:58.893Z,True
